Chronological Order,King,Ahom Name,Title / Epithet,Dynasty House,Historical Era,Reign Start Year,Reign End Year,Reign Period,Event,Event Year,Event Numeric Year,Event Category,Capital,Image File Name,Image Version,Image Link,Detailed Event Description,Key Historical Figures
104,Suhungmung,Siu-Hung-Mung,Swarganarayan / Dihingia Raja,Dihingia House,Imperial Expansion & Early Invasions (1497–1603),1497,1539,1497–1539,Strategic War Council in the Royal Chamber,c. 1532,1532,War Council,Garhgaon,95_Ahom_King_and_Commander_War_Council_Unconfirmed_Event.png,v01,file:///home/angsuman/extra_spac/AHOM/images/95_Ahom_King_and_Commander_War_Council_Unconfirmed_Event.png,"The king and top commanders review maps, troop movements, river currents, and fortress fortifications on the eve of battle.","Ahom King, High Commanders"
105,Pratap Singha,Susenghphaa,Burha Raja / Pratap Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1603,1641,1603–1641,The Swarganarayan Invests the Royal Commander,c. 1532,1532,Military Commission,Garhgaon / Bakata,92_Ahom_King_Entrusts_Command_Unconfirmed_Event.png,v01,file:///home/angsuman/extra_spac/AHOM/images/92_Ahom_King_Entrusts_Command_Unconfirmed_Event.png,The monarch presents the consecrated Hengdang (royal curved sword) and battle garments to the appointed general.,"Ahom King, Appointed General"
106,Pratap Singha,Susenghphaa,Burha Raja / Pratap Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1603,1641,1603–1641,Ahom Commander Kneels in Fealty Before the King,c. 1532,1532,Court Fealty,Garhgaon,93_Warrior_Kneels_Before_the_Ahom_King_Unconfirmed_Event.png,v01,file:///home/angsuman/extra_spac/AHOM/images/93_Warrior_Kneels_Before_the_Ahom_King_Unconfirmed_Event.png,A royal commander kneels before the Ahom throne pledging absolute victory or martyrdom for the homeland.,"Ahom King, Kneeling warrior"
107,Suklenmung,Siu-Klen-Mung,Garhgaya Raja,Garhgaya House,Imperial Expansion & Early Invasions (1497–1603),1539,1552,1539–1552,Accession of Suklenmung,1539,1539,Accession,Garhgaon,11_Suklenmung_Takes_the_Throne.png,v01,file:///home/angsuman/extra_spac/AHOM/images/11_Suklenmung_Takes_the_Throne.png,"Suklenmung ascends the throne following Suhungmung's death, establishing Garhgaon as the royal residence.",King Suklenmung
108,Suklenmung,Siu-Klen-Mung,Garhgaya Raja,Garhgaya House,Imperial Expansion & Early Invasions (1497–1603),1539,1552,1539–1552,Construction of Fortified Capital Garhgaon and Naga Ali,1540–1546,1540,Capital Fortification / Engineering,Garhgaon,12_Building_Garhgaon.png,v01,file:///home/angsuman/extra_spac/AHOM/images/12_Building_Garhgaon.png,"Excavates the monumental Garhgaon moat and earthen ramparts, builds brick gateways, and constructs the great Naga Ali military road.","King Suklenmung, Royal architects"
109,Suklenmung,Siu-Klen-Mung,Garhgaya Raja,Garhgaya House,Imperial Expansion & Early Invasions (1497–1603),1539,1552,1539–1552,Battle of Pichala Against Koch Forces,1546–1547,1546,Warfare,Pichala River,13_Suklenmung_Defends_Against_the_Koch_Army.png,v01,file:///home/angsuman/extra_spac/AHOM/images/13_Suklenmung_Defends_Against_the_Koch_Army.png,"Suklenmung defends his kingdom against invading Koch commander Chilarai along the Pichala River, repulsing Koch forces with heavy losses.","King Suklenmung, General Chilarai"
110,Suklenmung,Siu-Klen-Mung,Garhgaya Raja,Garhgaya House,Imperial Expansion & Early Invasions (1497–1603),1539,1552,1539–1552,Solemn Celebration of the Rikkhvan Ceremony,c. 1548,1548,Tai Sacred Ritual,Garhgaon,14_Suklenmung_Rikkhvan_Victory_Ceremony.png,v01,file:///home/angsuman/extra_spac/AHOM/images/14_Suklenmung_Rikkhvan_Victory_Ceremony.png,"Performance of the ancient Tai Rikkhvan ritual to restore royal vitality, longevity, and invincibility in battle.","King Suklenmung, Deodhai and Bailung high priests"
111,Sukhaamphaa,Siu-Kham-Pha,Khora Raja,Garhgaya House,Imperial Expansion & Early Invasions (1497–1603),1552,1603,1552–1603,Royal Procession of King Sukhaamphaa,c. 1555,1555,Royal Pageantry,Garhgaon,15_Sukhaamphaa_Khora_Raja_Royal_Procession_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/15_Sukhaamphaa_Khora_Raja_Royal_Procession_v01.png,Magnificent procession of Sukhaamphaa riding atop the royal tusker through Garhgaon with gold-embroidered silk standards.,King Sukhaamphaa Khora Raja
112,Sukhaamphaa,Siu-Kham-Pha,Khora Raja,Garhgaya House,Imperial Expansion & Early Invasions (1497–1603),1552,1603,1552–1603,Royal Procession of King Sukhaamphaa,c. 1555,1555,Royal Pageantry,Garhgaon,15_Sukhaamphaa_Khora_Raja_Royal_Procession_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/15_Sukhaamphaa_Khora_Raja_Royal_Procession_v02.png,Magnificent procession of Sukhaamphaa riding atop the royal tusker through Garhgaon with gold-embroidered silk standards.,King Sukhaamphaa Khora Raja
113,Sukhaamphaa,Siu-Kham-Pha,Khora Raja,Garhgaya House,Imperial Expansion & Early Invasions (1497–1603),1552,1603,1552–1603,Chilarai's Invasion of Garhgaon,1562–1563,1562,Invasion / Tactical Retreat,Namrup / Garhgaon,17_Koch_Invasion_and_Ahom_Retreat_from_Garhgaon.png,v01,file:///home/angsuman/extra_spac/AHOM/images/17_Koch_Invasion_and_Ahom_Retreat_from_Garhgaon.png,Koch king Naranarayan and general Chilarai launch a blitzkrieg; Ahoms execute a tactical retreat into the hills of Namrup.,"King Sukhaamphaa, General Chilarai, King Naranarayan"
114,Sukhaamphaa,Siu-Kham-Pha,Khora Raja,Garhgaya House,Imperial Expansion & Early Invasions (1497–1603),1552,1603,1552–1603,The Treaty of Majuli,1563,1563,Treaty / Peace Settlement,Majuli Island,18_Treaty_of_Majuli.png,v01,file:///home/angsuman/extra_spac/AHOM/images/18_Treaty_of_Majuli.png,"Peace treaty negotiated on Majuli island; Ahoms cede north bank lands and send royal hostages, enabling subsequent reclamation after Koch departure.","King Sukhaamphaa, General Chilarai, Royal hostages"
115,Sukhaamphaa,Siu-Kham-Pha,Khora Raja,Garhgaya House,Imperial Expansion & Early Invasions (1497–1603),1552,1603,1552–1603,The Long Peace and Cultural Growth Under Khora Raja,1565–1603,1565,Cultural Golden Era,Garhgaon,16_Long_Peace_of_Khora_Raja.png,v01,file:///home/angsuman/extra_spac/AHOM/images/16_Long_Peace_of_Khora_Raja.png,"Following early wars, Sukhaamphaa's kingdom experiences prolonged domestic peace, flourishing commerce, and arts.",King Sukhaamphaa
116,Pratap Singha,Susenghphaa,Burha Raja / Pratap Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1603,1641,1603–1641,Accession of Susenghphaa (Pratap Singha),1603,1603,Accession,Garhgaon,19_Pratap_Singha_Takes_the_Throne_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/19_Pratap_Singha_Takes_the_Throne_v01.png,"Pratap Singha ascends the throne at Garhgaon, inaugurating decades of revolutionary governance and resistance against the Mughal Empire.",King Pratap Singha
117,Pratap Singha,Susenghphaa,Burha Raja / Pratap Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1603,1641,1603–1641,Accession of Susenghphaa (Pratap Singha),1603,1603,Accession,Garhgaon,19_Pratap_Singha_Takes_the_Throne_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/19_Pratap_Singha_Takes_the_Throne_v02.png,"Pratap Singha ascends the throne at Garhgaon, inaugurating decades of revolutionary governance and resistance against the Mughal Empire.",King Pratap Singha
118,Pratap Singha,Susenghphaa,Burha Raja / Pratap Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1603,1641,1603–1641,Reorganization of the Paik System by Momai Tamuli Barbarua,c. 1608–1615,1608,Administrative & Military Revolution,Garhgaon,20_Momai_Tamuli_and_the_Paik_Reforms.png,v01,file:///home/angsuman/extra_spac/AHOM/images/20_Momai_Tamuli_and_the_Paik_Reforms.png,"Momai Tamuli reorganizes adult males into Paik squads (Gots of 3 or 4 men), mandatory rotation of state labor, and khel guilds, transforming Assam's agrarian and military mobilization.","Momai Tamuli Barbarua, King Pratap Singha"
119,Pratap Singha,Susenghphaa,Burha Raja / Pratap Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1603,1641,1603–1641,Institution of the Offices of Borbarua and Borphukan,c. 1615,1615,Executive Reform,Garhgaon / Guwahati,21_Creation_of_Borbarua_and_Borphukan.png,v01,file:///home/angsuman/extra_spac/AHOM/images/21_Creation_of_Borbarua_and_Borphukan.png,Pratap Singha creates two supreme executive posts: the Borbarua (prime administrator & chief judicial magistrate) and Borphukan (viceroy & supreme military warden of Lower Assam).,"King Pratap Singha, First Borbarua Momai Tamuli, First Borphukan Langi Panisiya"
120,Pratap Singha,Susenghphaa,Burha Raja / Pratap Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1603,1641,1603–1641,Treaty of Asurar Ali and Western Defense Line,1639,1639,Treaty / Defensive Consolidation,Guwahati / Barnadi,22_Pratap_Singha_Western_Frontier.png,v01,file:///home/angsuman/extra_spac/AHOM/images/22_Pratap_Singha_Western_Frontier.png,"Following repeated repulses of Mughal invasions, Pratap Singha signs the Treaty of Asurar Ali (1639) with Allah Yar Khan, formalizing the Barnadi River as the frontier.","King Pratap Singha, Mughal General Allah Yar Khan, Momai Tamuli"
121,Suramphaa,Siu-Ram-Pha,Bhaga Raja,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1641,1644,1641–1644,Tyranny and Court Intrigue Under Suramphaa,1641–1644,1641,Palace Intrigue,Garhgaon,23_Suramphaa_Court_Intrigue.png,v01,file:///home/angsuman/extra_spac/AHOM/images/23_Suramphaa_Court_Intrigue.png,"Suramphaa becomes infatuated with a concubine, disregarding ministers and executing loyal nobles arbitrarily.","King Suramphaa, Royal concubine, Ahom ministers"
122,Suramphaa,Siu-Ram-Pha,Bhaga Raja,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1641,1644,1641–1644,Deposition and Poisoning of Suramphaa,1644,1644,Deposition / Coup,Garhgaon,24_Deposition_of_Suramphaa.png,v01,file:///home/angsuman/extra_spac/AHOM/images/24_Deposition_of_Suramphaa.png,The council of ministers deposes the tyrannical king and removes him from power.,"King Suramphaa, Council of Gohains"
123,Sutingphaa,Siu-Ting-Pha,Noriya Raja,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1644,1648,1644–1648,The Frail Reign of Sutingphaa,1644–1648,1644,Governance Crisis,Garhgaon,25_Sutingphaa_The_Sickly_King.png,v01,file:///home/angsuman/extra_spac/AHOM/images/25_Sutingphaa_The_Sickly_King.png,"Afflicted by chronic disease and goitre, Sutingphaa struggles to rule while court factions vie for supremacy.",King Sutingphaa Noriya Raja
124,Sutingphaa,Sutamla (Future Jayadhwaj Singha),Prince Sutamla,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1644,1648,1644–1648,Prince Sutamla Organizes Court Loyalists,1648,1648,Succession Coup,Garhgaon,26_Prince_Sutamla_at_Garhgaon.png,v01,file:///home/angsuman/extra_spac/AHOM/images/26_Prince_Sutamla_at_Garhgaon.png,Prince Sutamla rallies ministers and soldiers to remove his incapacitated father to restore imperial governance.,"Prince Sutamla, Court commanders"
125,Jayadhwaj Singha,Sutamla,Jayadhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,Coronation of Jayadhwaj Singha,1648,1648,Coronation,Garhgaon,27_Sutamla_Jayadhwaj_Singha_Takes_the_Throne.png,v01,file:///home/angsuman/extra_spac/AHOM/images/27_Sutamla_Jayadhwaj_Singha_Takes_the_Throne.png,"Sutamla ascends the throne taking the regal Hindu name Jayadhwaj Singha, the first Ahom monarch to issue coins with Sanskrit inscriptions.",King Jayadhwaj Singha
126,Jayadhwaj Singha,Sutamla,Swargadeo / Bhagania Raja,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,Solemn Vigil at the Royal Deathbed,c. 16th–17th Century,1648,Royal Demise,Garhgaon,94_Royal_Deathbed_Unconfirmed_Event.png,v01,file:///home/angsuman/extra_spac/AHOM/images/94_Royal_Deathbed_Unconfirmed_Event.png,"Court ministers, priests, and queens maintain vigil around the royal bed chamber as a Swargadeo departs for the realm of ancestors.","Dying Ahom King, High ministers, Deodhais"
127,Jayadhwaj Singha,Sutamla,Jayadhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,Adoption of Hindu Rituals in Sutamla's Court,c. 1650,1650,Religious Transition,Garhgaon,26_Sutamla_Hindu_Court_Rituals_Early_Concept.png,v01,file:///home/angsuman/extra_spac/AHOM/images/26_Sutamla_Hindu_Court_Rituals_Early_Concept.png,"Sutamla formalizes Hindu court rituals, patronizing Vaishnava monasteries and adopting Sanskrit titulature alongside Tai liturgy.","King Jayadhwaj Singha, Court priests"
128,Jayadhwaj Singha,Sutamla,Jayadhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,Royal Initiation into Ekasarana Dharma,c. 1654–1663,1654,Religious Initiation,Garhgaon,34_Sutamla_Embraces_the_Sankari_Path_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/34_Sutamla_Embraces_the_Sankari_Path_v01.png,"Jayadhwaj takes spiritual initiation from Niranjan Bapu of Auniati Satra, formally adopting Mahapuruxiya Ekasarana Dharma as royal faith.","King Jayadhwaj Singha, Niranjan Deva of Auniati Satra"
129,Jayadhwaj Singha,Sutamla,Jayadhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,Royal Initiation into Ekasarana Dharma,c. 1654–1663,1654,Religious Initiation,Garhgaon,34_Sutamla_Embraces_the_Sankari_Path_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/34_Sutamla_Embraces_the_Sankari_Path_v02.png,"Jayadhwaj takes spiritual initiation from Niranjan Bapu of Auniati Satra, formally adopting Mahapuruxiya Ekasarana Dharma as royal faith.","King Jayadhwaj Singha, Niranjan Deva of Auniati Satra"
130,Jayadhwaj Singha,Sutamla,Jayadhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,Royal Naam-Prasanga and Satra Endowments,c. 1660,1660,Religious Devotion,Majuli / Garhgaon,35_Jayadhwaj_Singha_at_Naam_Prasanga.png,v01,file:///home/angsuman/extra_spac/AHOM/images/35_Jayadhwaj_Singha_at_Naam_Prasanga.png,The king participates in choral chanting (Naam-Prasanga) and donates extensive rent-free lands and paiks to the satras of Majuli.,"King Jayadhwaj Singha, Satradhikars, Vaishnava bhakats"
131,Jayadhwaj Singha,Sutamla,Jayadhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,Mir Jumla's Imperial Mughal Invasion,1662,1662,Invasion / Foreign Threat,Guwahati / Garhgaon,28_Mir_Jumla_Invasion_of_Assam.png,v01,file:///home/angsuman/extra_spac/AHOM/images/28_Mir_Jumla_Invasion_of_Assam.png,"Aurangzeb's premier general and Viceroy of Bengal, Mir Jumla, advances up the Brahmaputra with 12,000 cavalry, 30,000 infantry, and 323 armed war boats.","Mir Jumla, King Jayadhwaj Singha, Dilir Khan"
132,Jayadhwaj Singha,Sutamla,Jayadhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,Mughal Capture of Capital Garhgaon,March 1662,1662,Fall of Capital,Garhgaon,29_Fall_of_Garhgaon_to_the_Mughals_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/29_Fall_of_Garhgaon_to_the_Mughals_v01.png,"Mir Jumla enters Garhgaon in victory; thousands of Ahom cannons, gold treasures, and grain reserves are captured by imperial Mughal forces.","Mir Jumla, Mughal garrison, Chronicler Shihabuddin Talish"
133,Jayadhwaj Singha,Sutamla,Jayadhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,Mughal Capture of Capital Garhgaon,March 1662,1662,Fall of Capital,Garhgaon,29_Fall_of_Garhgaon_to_the_Mughals_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/29_Fall_of_Garhgaon_to_the_Mughals_v02.png,"Mir Jumla enters Garhgaon in victory; thousands of Ahom cannons, gold treasures, and grain reserves are captured by imperial Mughal forces.","Mir Jumla, Mughal garrison, Chronicler Shihabuddin Talish"
134,Jayadhwaj Singha,Sutamla,Bhagania Raja,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,The Monsoon Counter-War of Namrup,June–October 1662,1662,Guerrilla Warfare / Monsoon Campaign,Namrup Hills,30_Jayadhwaj_Singha_Retreats_Through_the_Monsoon.png,v01,file:///home/angsuman/extra_spac/AHOM/images/30_Jayadhwaj_Singha_Retreats_Through_the_Monsoon.png,"From hills of Namrup, Jayadhwaj unleashes guerrilla warfare during torrential monsoons, severing Mughal supply lines and decimating Mir Jumla's trapped army with epidemic fever.","King Jayadhwaj Singha, Ahom guerrilla fighters, Mir Jumla"
135,Jayadhwaj Singha,Sutamla,Jayadhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,The Treaty of Ghilajharighat,January 1663,1663,Treaty / Humiliation,Ghilajharighat / Tipam,31_Treaty_of_Ghilajharighat.png,v01,file:///home/angsuman/extra_spac/AHOM/images/31_Treaty_of_Ghilajharighat.png,"Severely ill Mir Jumla and exhausted Jayadhwaj sign treaty; Ahoms cede Western Assam, pay war indemnities of gold, silver, 90 elephants, and send princesses.","King Jayadhwaj Singha, Mir Jumla, Dilir Khan"
136,Jayadhwaj Singha,Sutamla,Jayadhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,Departure of Princess Ramani Gabharu to Delhi,1663,1663,Royal Sacrifice / Farewell,Ghilajharighat,32_Ramani_Gabharu_and_Tribute_Farewell_to_Mir_Jumla_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/32_Ramani_Gabharu_and_Tribute_Farewell_to_Mir_Jumla_v01.png,"Six-year-old Princess Ramani Gabharu (daughter of Jayadhwaj) is tearfully handed over as part of the treaty to be sent to Delhi, where she later marries Prince Azam Shah as Rahmat Banu Begum.","Princess Ramani Gabharu, King Jayadhwaj Singha, Mughal officers"
137,Jayadhwaj Singha,Sutamla,Jayadhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,Departure of Princess Ramani Gabharu to Delhi,1663,1663,Royal Sacrifice / Farewell,Ghilajharighat,32_Ramani_Gabharu_and_Tribute_Farewell_to_Mir_Jumla_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/32_Ramani_Gabharu_and_Tribute_Farewell_to_Mir_Jumla_v02.png,"Six-year-old Princess Ramani Gabharu (daughter of Jayadhwaj) is tearfully handed over as part of the treaty to be sent to Delhi, where she later marries Prince Azam Shah as Rahmat Banu Begum.","Princess Ramani Gabharu, King Jayadhwaj Singha, Mughal officers"
138,Jayadhwaj Singha,Sutamla,Jayadhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,Departure of Princess Ramani Gabharu to Delhi,1663,1663,Royal Sacrifice / Farewell,Ghilajharighat,32_Ramani_Gabharu_and_Tribute_Farewell_to_Mir_Jumla_v03.png,v03,file:///home/angsuman/extra_spac/AHOM/images/32_Ramani_Gabharu_and_Tribute_Farewell_to_Mir_Jumla_v03.png,"Six-year-old Princess Ramani Gabharu (daughter of Jayadhwaj) is tearfully handed over as part of the treaty to be sent to Delhi, where she later marries Prince Azam Shah as Rahmat Banu Begum.","Princess Ramani Gabharu, King Jayadhwaj Singha, Mughal officers"
139,Jayadhwaj Singha,Sutamla,Jayadhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,King Jayadhwaj Singha's Vow of Liberation,1663,1663,Sovereign Grief / Vow,Garhgaon / Bakata,33_Jayadhwaj_Singha_After_the_Humiliating_Treaty.png,v01,file:///home/angsuman/extra_spac/AHOM/images/33_Jayadhwaj_Singha_After_the_Humiliating_Treaty.png,"Brokenhearted by the humiliating treaty and daughter's departure, Jayadhwaj returns to ruined Garhgaon and urges the court never to rest until the Mughals are expelled.","King Jayadhwaj Singha, Gohains"
140,Jayadhwaj Singha,Sutamla,Jayadhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,Deathbed of King Jayadhwaj Singha,November 1663,1663,Royal Demise,Bakata,36_Death_of_Jayadhwaj_Singha_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/36_Death_of_Jayadhwaj_Singha_v01.png,"On his deathbed at Bakata, Jayadhwaj extracts a solemn oath from his successor Chakradhwaj Singha to wipe out the shame of Mughal conquest.","King Jayadhwaj Singha, Prince Chakradhwaj Singha"
141,Jayadhwaj Singha,Sutamla,Jayadhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1648,1663,1648–1663,Deathbed of King Jayadhwaj Singha,November 1663,1663,Royal Demise,Bakata,36_Death_of_Jayadhwaj_Singha_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/36_Death_of_Jayadhwaj_Singha_v02.png,"On his deathbed at Bakata, Jayadhwaj extracts a solemn oath from his successor Chakradhwaj Singha to wipe out the shame of Mughal conquest.","King Jayadhwaj Singha, Prince Chakradhwaj Singha"
142,Chakradhwaj Singha,Supangmung,Chakradhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1663,1670,1663–1670,Chakradhwaj Singha's Oath of Resistance,1667,1667,Defiance / Royal Resolution,Garhgaon,01_Chakradhwaj_Singha_Oath_of_Resistance.png,v01,file:///home/angsuman/extra_spac/AHOM/images/01_Chakradhwaj_Singha_Oath_of_Resistance.png,"Receiving a patronizing Mughal royal robe (khilat) from Delhi, King Chakradhwaj angrily throws it down, proclaiming: 'Death is preferable to a state of subordination to the Bengas!'","King Chakradhwaj Singha, Atan Burhagohain"
143,Chakradhwaj Singha,Supangmung,Chakradhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1663,1670,1663–1670,Lachit Tested and Appointed Supreme Commander,1667,1667,Military Commission,Garhgaon,02_Lachit_Borphukan_Receives_Command_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/02_Lachit_Borphukan_Receives_Command_v01.png,"Chakradhwaj tests Lachit's presence of mind with a staged court insult; impressed by his fierce dignity, the king confers the golden sword and supreme command of the army to liberate Guwahati.","King Chakradhwaj Singha, Lachit Borphukan"
144,Chakradhwaj Singha,Supangmung,Chakradhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1663,1670,1663–1670,Lachit Tested and Appointed Supreme Commander,1667,1667,Military Commission,Garhgaon,02_Lachit_Borphukan_Receives_Command_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/02_Lachit_Borphukan_Receives_Command_v02.png,"Chakradhwaj tests Lachit's presence of mind with a staged court insult; impressed by his fierce dignity, the king confers the golden sword and supreme command of the army to liberate Guwahati.","King Chakradhwaj Singha, Lachit Borphukan"
145,Chakradhwaj Singha,Supangmung,Chakradhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1663,1670,1663–1670,Lachit Borphukan Liberates Guwahati,November 1667,1667,Triumphant Offensive,Guwahati,03_Lachit_Liberates_Guwahati_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/03_Lachit_Liberates_Guwahati_v01.png,"Ahom forces execute a coordinated amphibious night assault, breaching the Mughal ramparts and driving imperial troops out of Guwahati.","Lachit Borphukan, Mughal commander Firuz Khan"
146,Chakradhwaj Singha,Supangmung,Chakradhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1663,1670,1663–1670,Lachit Borphukan Liberates Guwahati,November 1667,1667,Triumphant Offensive,Guwahati,03_Lachit_Liberates_Guwahati_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/03_Lachit_Liberates_Guwahati_v02.png,"Ahom forces execute a coordinated amphibious night assault, breaching the Mughal ramparts and driving imperial troops out of Guwahati.","Lachit Borphukan, Mughal commander Firuz Khan"
147,Chakradhwaj Singha,Supangmung,Chakradhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1663,1670,1663–1670,Recapture of the Strategic Fort of Itakhuli,1667,1667,Siege Victory,Itakhuli / Guwahati,04_Lachit_Recaptures_Itakhuli.png,v01,file:///home/angsuman/extra_spac/AHOM/images/04_Lachit_Recaptures_Itakhuli.png,"Lachit storm-attacks the strategic Itakhuli fortress, capturing vast Mughal artillery, war sloops, and driving imperial forces beyond the Manas.","Lachit Borphukan, Ahom assault commandos"
148,Chakradhwaj Singha,Supangmung,Chakradhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1663,1670,1663–1670,The Tragic Battle of Alaboi,August 1669,1669,Tragedy / Battle,Alaboi Plains,05_Lachit_Mourns_the_Fallen_at_Alaboi.png,v01,file:///home/angsuman/extra_spac/AHOM/images/05_Lachit_Mourns_the_Fallen_at_Alaboi.png,"Compelled by Chakradhwaj to engage Ram Singh's cavalry on open plains, 10,000 Ahom braves perish in a single day; Lachit weeps bitterly for his fallen soldiers.","Lachit Borphukan, King Chakradhwaj Singha, Raja Ram Singh"
149,Chakradhwaj Singha,Supangmung,Chakradhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1663,1670,1663–1670,Total Military Reorganization After Alaboi,1669–1670,1669,Military Reorganization,Garhgaon / Guwahati,06_Chakradhwaj_Singha_Rebuilds_the_Army_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/06_Chakradhwaj_Singha_Rebuilds_the_Army_v01.png,"Chakradhwaj and Lachit regroup, constructing massive defensive mud ramparts (Gars) around Saraighat and converting strategy to pure riverine warfare.","King Chakradhwaj Singha, Lachit Borphukan, Atan Burhagohain"
150,Chakradhwaj Singha,Supangmung,Chakradhwaj Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1663,1670,1663–1670,Total Military Reorganization After Alaboi,1669–1670,1669,Military Reorganization,Garhgaon / Guwahati,06_Chakradhwaj_Singha_Rebuilds_the_Army_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/06_Chakradhwaj_Singha_Rebuilds_the_Army_v02.png,"Chakradhwaj and Lachit regroup, constructing massive defensive mud ramparts (Gars) around Saraighat and converting strategy to pure riverine warfare.","King Chakradhwaj Singha, Lachit Borphukan, Atan Burhagohain"
151,Udayaditya Singha,Sunyatphaa,Udayaditya Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1670,1672,1670–1672,War Council of Udayaditya Singha and Lachit Borphukan,1670,1670,War Council,Guwahati,07_Udayaditya_Singha_and_Lachit_War_Council_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/07_Udayaditya_Singha_and_Lachit_War_Council_v01.png,"Upon succeeding Chakradhwaj, Udayaditya reaffirms complete faith in Lachit Borphukan, coordinating logistics for the impending Mughal clash.","King Udayaditya Singha, Lachit Borphukan"
